name,base,peptides%,time,Rad1,Rad2,Rad3,Rad4,Rad5,Rad6,,,,,,,,,,,,
h8,[H]C(CC1=CN=CN1)(C(NC(CC2=CN=CN2)(C(NC(CC3=CN=CN3)(C(NC(CC4=CN=CN4)(C(NC(CC5=CN=CN5)(C(NC(CC6=CN=CN6)(C(NC(CC7=CN=CN7)C(NC(CC8=CN=CN8)C(N)=O)=O)=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)NC(C)=O,100,24,753879.94,268263.75,417081.62,,,,,,,,,,,,,,,
FH8,CC(NC(CC1=CN=CN1)C(NC(CC2=CN=CN2)C(NCCCCC(C(NC(C(NC(C(NC(C(NC(C(N)=O)([H])CC3=CN=CN3)=O)([H])CC4=CN=CN4)=O)([H])CCCCNC(C(NC(C(NC(C)=O)CC5=CN=CN5)=O)CC6=CN=CN6)=O)=O)([H])CC7=CN=CN7)=O)([H])NC(C(CC8=CN=CN8)([H])NC(C)=O)=O)=O)=O)=O,5,24,123362.16,86157.703,78325.188,,,,,,,,,,,,,,,
FH8,CC(NC(CC1=CN=CN1)C(NC(CC2=CN=CN2)C(NCCCCC(C(NC(C(NC(C(NC(C(NC(C(N)=O)([H])CC3=CN=CN3)=O)([H])CC4=CN=CN4)=O)([H])CCCCNC(C(NC(C(NC(C)=O)CC5=CN=CN5)=O)CC6=CN=CN6)=O)=O)([H])CC7=CN=CN7)=O)([H])NC(C(CC8=CN=CN8)([H])NC(C)=O)=O)=O)=O)=O,10,24,199729.22,111613.39,162524.77,,,,,,,,,,,,,,,
FH8,CC(NC(CC1=CN=CN1)C(NC(CC2=CN=CN2)C(NCCCCC(C(NC(C(NC(C(NC(C(NC(C(N)=O)([H])CC3=CN=CN3)=O)([H])CC4=CN=CN4)=O)([H])CCCCNC(C(NC(C(NC(C)=O)CC5=CN=CN5)=O)CC6=CN=CN6)=O)=O)([H])CC7=CN=CN7)=O)([H])NC(C(CC8=CN=CN8)([H])NC(C)=O)=O)=O)=O)=O,20,24,129236.55,99864.609,135110.94,,,,,,,,,,,,,,,
FH8,CC(NC(CC1=CN=CN1)C(NC(CC2=CN=CN2)C(NCCCCC(C(NC(C(NC(C(NC(C(NC(C(N)=O)([H])CC3=CN=CN3)=O)([H])CC4=CN=CN4)=O)([H])CCCCNC(C(NC(C(NC(C)=O)CC5=CN=CN5)=O)CC6=CN=CN6)=O)=O)([H])CC7=CN=CN7)=O)([H])NC(C(CC8=CN=CN8)([H])NC(C)=O)=O)=O)=O)=O,50,24,113571.52,74408.93,74408.93,,,,,,,,,,,,,,,
FH8,CC(NC(CC1=CN=CN1)C(NC(CC2=CN=CN2)C(NCCCCC(C(NC(C(NC(C(NC(C(NC(C(N)=O)([H])CC3=CN=CN3)=O)([H])CC4=CN=CN4)=O)([H])CCCCNC(C(NC(C(NC(C)=O)CC5=CN=CN5)=O)CC6=CN=CN6)=O)=O)([H])CC7=CN=CN7)=O)([H])NC(C(CC8=CN=CN8)([H])NC(C)=O)=O)=O)=O)=O,100,24,90073.961,76367.055,66576.406,,,,,,,,,,,,,,,
F2H8,[H]C(CC1=CN=CN1)(C(NC(CC2=CN=CN2)(C(NC(CCCCNC(C(CC3=CN=CN3)NC(C(CC4=CN=CN4)NC(C)=O)=O)=O)(C(NC(CCCCNC(C(CC5=CN=CN5)NC(C(CC6=CN=CN6)NC(C)=O)=O)=O)(C(NC(CC7=CN=CN7)(C(NC(CC8=CN=CN8)(C(N)=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)NC(C)=O,5,24,548276.31,103780.87,456244.22,,,,,,,,,,,,,,,
F2H8,[H]C(CC1=CN=CN1)(C(NC(CC2=CN=CN2)(C(NC(CCCCNC(C(CC3=CN=CN3)NC(C(CC4=CN=CN4)NC(C)=O)=O)=O)(C(NC(CCCCNC(C(CC5=CN=CN5)NC(C(CC6=CN=CN6)NC(C)=O)=O)=O)(C(NC(CC7=CN=CN7)(C(NC(CC8=CN=CN8)(C(N)=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)NC(C)=O,10,24,947734.75,1000604.2,1842600,,,,,,,,,,,,,,,
F2H8,[H]C(CC1=CN=CN1)(C(NC(CC2=CN=CN2)(C(NC(CCCCNC(C(CC3=CN=CN3)NC(C(CC4=CN=CN4)NC(C)=O)=O)=O)(C(NC(CCCCNC(C(CC5=CN=CN5)NC(C(CC6=CN=CN6)NC(C)=O)=O)=O)(C(NC(CC7=CN=CN7)(C(NC(CC8=CN=CN8)(C(N)=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)NC(C)=O,20,24,473867.38,285886.94,125320.3,,,,,,,,,,,,,,,
F2H8,[H]C(CC1=CN=CN1)(C(NC(CC2=CN=CN2)(C(NC(CCCCNC(C(CC3=CN=CN3)NC(C(CC4=CN=CN4)NC(C)=O)=O)=O)(C(NC(CCCCNC(C(CC5=CN=CN5)NC(C(CC6=CN=CN6)NC(C)=O)=O)=O)(C(NC(CC7=CN=CN7)(C(NC(CC8=CN=CN8)(C(N)=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)NC(C)=O,50,24,80283.312,109655.26,583522.62,,,,,,,,,,,,,,,
F2H8,[H]C(CC1=CN=CN1)(C(NC(CC2=CN=CN2)(C(NC(CCCCNC(C(CC3=CN=CN3)NC(C(CC4=CN=CN4)NC(C)=O)=O)=O)(C(NC(CCCCNC(C(CC5=CN=CN5)NC(C(CC6=CN=CN6)NC(C)=O)=O)=O)(C(NC(CC7=CN=CN7)(C(NC(CC8=CN=CN8)(C(N)=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)NC(C)=O,100,24,68534.539,72450.797,244766.2,,,,,,,,,,,,,,,
F3H8,[H]C(CC1=CN=CN1)(C(NC(CC2=CN=CN2)(C(NC(CCCCNC(C(CC3=CN=CN3)NC(C(NC(C(CC4=CN=CN4)NC(C(NC(C)=O)CC5=CN=CN5)=O)=O)CC6=CN=CN6)=O)=O)(C(NC(CC7=CN=CN7)(C(NC(CC8=CN=CN8)(C(N)=O)[H])=O)[H])=O)[H])=O)[H])=O)NC(C)=O,5,24,84199.578,822414.44,295677.56,,,,,,,,,,,,,,,
F3H8,[H]C(CC1=CN=CN1)(C(NC(CC2=CN=CN2)(C(NC(CCCCNC(C(CC3=CN=CN3)NC(C(NC(C(CC4=CN=CN4)NC(C(NC(C)=O)CC5=CN=CN5)=O)=O)CC6=CN=CN6)=O)=O)(C(NC(CC7=CN=CN7)(C(NC(CC8=CN=CN8)(C(N)=O)[H])=O)[H])=O)[H])=O)[H])=O)NC(C)=O,10,24,2698302.8,268263.75,1590001.2,,,,,,,,,,,,,,,
F3H8,[H]C(CC1=CN=CN1)(C(NC(CC2=CN=CN2)(C(NC(CCCCNC(C(CC3=CN=CN3)NC(C(NC(C(CC4=CN=CN4)NC(C(NC(C)=O)CC5=CN=CN5)=O)=O)CC6=CN=CN6)=O)=O)(C(NC(CC7=CN=CN7)(C(NC(CC8=CN=CN8)(C(N)=O)[H])=O)[H])=O)[H])=O)[H])=O)NC(C)=O,20,24,796958.75,370086.5,374002.75,,,,,,,,,,,,,,,
F3H8,[H]C(CC1=CN=CN1)(C(NC(CC2=CN=CN2)(C(NC(CCCCNC(C(CC3=CN=CN3)NC(C(NC(C(CC4=CN=CN4)NC(C(NC(C)=O)CC5=CN=CN5)=O)=O)CC6=CN=CN6)=O)=O)(C(NC(CC7=CN=CN7)(C(NC(CC8=CN=CN8)(C(N)=O)[H])=O)[H])=O)[H])=O)[H])=O)NC(C)=O,50,24,947734.75,2189189,536527.5,,,,,,,,,,,,,,,
F3H8,[H]C(CC1=CN=CN1)(C(NC(CC2=CN=CN2)(C(NC(CCCCNC(C(CC3=CN=CN3)NC(C(NC(C(CC4=CN=CN4)NC(C(NC(C)=O)CC5=CN=CN5)=O)=O)CC6=CN=CN6)=O)=O)(C(NC(CC7=CN=CN7)(C(NC(CC8=CN=CN8)(C(N)=O)[H])=O)[H])=O)[H])=O)[H])=O)NC(C)=O,100,24,330923.91,528695,323091.38,,,,,,,,,,,,,,,
H9,[H]C(CC1=CN=CN1)(C(NC(CC2=CN=CN2)(C(NC(CC3=CN=CN3)(C(NC(CC4=CN=CN4)(C(NC(CC5=CN=CN5)(C(NC(CC6=CN=CN6)(C(NC(CC7=CN=CN7)C(NC(CC8=CN=CN8)C(NC(CC9=CN=CN9)C(N)=O)=O)=O)=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)NC(C)=O,5,24,101822.74,140985.33,221268.66,,,,,,,,,,,,,,,
H9,[H]C(CC1=CN=CN1)(C(NC(CC2=CN=CN2)(C(NC(CC3=CN=CN3)(C(NC(CC4=CN=CN4)(C(NC(CC5=CN=CN5)(C(NC(CC6=CN=CN6)(C(NC(CC7=CN=CN7)C(NC(CC8=CN=CN8)C(NC(CC9=CN=CN9)C(N)=O)=O)=O)=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)NC(C)=O,10,24,415123.47,178189.8,366170.25,,,,,,,,,,,,,,,
H9,[H]C(CC1=CN=CN1)(C(NC(CC2=CN=CN2)(C(NC(CC3=CN=CN3)(C(NC(CC4=CN=CN4)(C(NC(CC5=CN=CN5)(C(NC(CC6=CN=CN6)(C(NC(CC7=CN=CN7)C(NC(CC8=CN=CN8)C(NC(CC9=CN=CN9)C(N)=O)=O)=O)=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)NC(C)=O,20,24,464076.72,258473.11,193854.83,,,,,,,,,,,,,,,
H9,[H]C(CC1=CN=CN1)(C(NC(CC2=CN=CN2)(C(NC(CC3=CN=CN3)(C(NC(CC4=CN=CN4)(C(NC(CC5=CN=CN5)(C(NC(CC6=CN=CN6)(C(NC(CC7=CN=CN7)C(NC(CC8=CN=CN8)C(NC(CC9=CN=CN9)C(N)=O)=O)=O)=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)NC(C)=O,50,24,131194.69,93990.219,160566.62,,,,,,,,,,,,,,,
H9,[H]C(CC1=CN=CN1)(C(NC(CC2=CN=CN2)(C(NC(CC3=CN=CN3)(C(NC(CC4=CN=CN4)(C(NC(CC5=CN=CN5)(C(NC(CC6=CN=CN6)(C(NC(CC7=CN=CN7)C(NC(CC8=CN=CN8)C(NC(CC9=CN=CN9)C(N)=O)=O)=O)=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)NC(C)=O,100,24,86157.703,66576.406,93990.219,,,,,,,,,,,,,,,
H10,[H]C(CC1=CN=CN1)(C(NC(CC2=CN=CN2)(C(NC(CC3=CN=CN3)(C(NC(CC4=CN=CN4)(C(NC(CC5=CN=CN5)(C(NC(CC6=CN=CN6)(C(NC(CC7=CN=CN7)C(NC(CC8=CN=CN8)C(NC(CC9=CN=CN9)C(NC(CC%10=CN=CN%10)C(N)=O)=O)=O)=O)=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)NC(C)=O,5,24,456244.22,855702.62,655973.44,,,,,,,,,,,,,,,
H10,[H]C(CC1=CN=CN1)(C(NC(CC2=CN=CN2)(C(NC(CC3=CN=CN3)(C(NC(CC4=CN=CN4)(C(NC(CC5=CN=CN5)(C(NC(CC6=CN=CN6)(C(NC(CC7=CN=CN7)C(NC(CC8=CN=CN8)C(NC(CC9=CN=CN9)C(NC(CC%10=CN=CN%10)C(N)=O)=O)=O)=O)=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)NC(C)=O,10,24,440579.16,233017.42,260431.23,,,,,,,,,,,,,,,
H10,[H]C(CC1=CN=CN1)(C(NC(CC2=CN=CN2)(C(NC(CC3=CN=CN3)(C(NC(CC4=CN=CN4)(C(NC(CC5=CN=CN5)(C(NC(CC6=CN=CN6)(C(NC(CC7=CN=CN7)C(NC(CC8=CN=CN8)C(NC(CC9=CN=CN9)C(NC(CC%10=CN=CN%10)C(N)=O)=O)=O)=O)=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)NC(C)=O,20,24,262389.38,657931.56,270221.88,,,,,,,,,,,,,,,
H10,[H]C(CC1=CN=CN1)(C(NC(CC2=CN=CN2)(C(NC(CC3=CN=CN3)(C(NC(CC4=CN=CN4)(C(NC(CC5=CN=CN5)(C(NC(CC6=CN=CN6)(C(NC(CC7=CN=CN7)C(NC(CC8=CN=CN8)C(NC(CC9=CN=CN9)C(NC(CC%10=CN=CN%10)C(N)=O)=O)=O)=O)=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)NC(C)=O,50,24,154692.23,187980.44,227143.03,,,,,,,,,,,,,,,
H10,[H]C(CC1=CN=CN1)(C(NC(CC2=CN=CN2)(C(NC(CC3=CN=CN3)(C(NC(CC4=CN=CN4)(C(NC(CC5=CN=CN5)(C(NC(CC6=CN=CN6)(C(NC(CC7=CN=CN7)C(NC(CC8=CN=CN8)C(NC(CC9=CN=CN9)C(NC(CC%10=CN=CN%10)C(N)=O)=O)=O)=O)=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)NC(C)=O,100,24,319175.12,158608.5,119445.91,,,,,,,,,,,,,,,
F1H10,[H]C(CC1=CN=CN1)(C(NC(CC2=CN=CN2)(C(NC(CC3=CN=CN3)(C(NC(CC4=CN=CN4)(C(NC(CCCCNC(C(CC5=CN=CN5)NC(C)=O)=O)(C(NC(CCCCNC(C(CC6=CN=CN6)NC(C)=O)=O)(C(N[C@@](CC7=CN=CN7)(C(NC(CC8=CN=CN8)(C(N[C@@](CC9=CN=CN9)(C(NC(CC%10=CN=CN%10)(C(N)=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)NC(C)=O,5,24,1633080.1,648140.94,12733717,,,,,,,,,,,,,,,
F1H10,[H]C(CC1=CN=CN1)(C(NC(CC2=CN=CN2)(C(NC(CC3=CN=CN3)(C(NC(CC4=CN=CN4)(C(NC(CCCCNC(C(CC5=CN=CN5)NC(C)=O)=O)(C(NC(CCCCNC(C(CC6=CN=CN6)NC(C)=O)=O)(C(N[C@@](CC7=CN=CN7)(C(NC(CC8=CN=CN8)(C(N[C@@](CC9=CN=CN9)(C(NC(CC%10=CN=CN%10)(C(N)=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)NC(C)=O,10,24,93990.219,1776023.6,2651307.5,,,,,,,,,,,,,,,
F1H10,[H]C(CC1=CN=CN1)(C(NC(CC2=CN=CN2)(C(NC(CC3=CN=CN3)(C(NC(CC4=CN=CN4)(C(NC(CCCCNC(C(CC5=CN=CN5)NC(C)=O)=O)(C(NC(CCCCNC(C(CC6=CN=CN6)NC(C)=O)=O)(C(N[C@@](CC7=CN=CN7)(C(NC(CC8=CN=CN8)(C(N[C@@](CC9=CN=CN9)(C(NC(CC%10=CN=CN%10)(C(N)=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)NC(C)=O,20,24,266305.62,679471,436662.91,,,,,,,,,,,,,,,
F1H10,[H]C(CC1=CN=CN1)(C(NC(CC2=CN=CN2)(C(NC(CC3=CN=CN3)(C(NC(CC4=CN=CN4)(C(NC(CCCCNC(C(CC5=CN=CN5)NC(C)=O)=O)(C(NC(CCCCNC(C(CC6=CN=CN6)NC(C)=O)=O)(C(N[C@@](CC7=CN=CN7)(C(NC(CC8=CN=CN8)(C(N[C@@](CC9=CN=CN9)(C(NC(CC%10=CN=CN%10)(C(N)=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)NC(C)=O,50,24,266305.62,101822.74,193854.83,,,,,,,,,,,,,,,
F1H10,[H]C(CC1=CN=CN1)(C(NC(CC2=CN=CN2)(C(NC(CC3=CN=CN3)(C(NC(CC4=CN=CN4)(C(NC(CCCCNC(C(CC5=CN=CN5)NC(C)=O)=O)(C(NC(CCCCNC(C(CC6=CN=CN6)NC(C)=O)=O)(C(N[C@@](CC7=CN=CN7)(C(NC(CC8=CN=CN8)(C(N[C@@](CC9=CN=CN9)(C(NC(CC%10=CN=CN%10)(C(N)=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)NC(C)=O,100,24,152734.11,99864.609,131194.69,,,,,,,,,,,,,,,
F2H10,[H]C(CC1=CN=CN1)(C(NC(CC2=CN=CN2)(C(NC(CC3=CN=CN3)(C(NC(CCCCNC(C(CC4=CN=CN4)NC(C(CC5=CN=CN5)NC(C)=O)=O)=O)(C(NC(CCCCNC(C(CC6=CN=CN6)NC(C(CC7=CN=CN7)NC(C)=O)=O)=O)(C(NC(CC8=CN=CN8)(C(NC(CC9=CN=CN9)(C(NC(CC%10=CN=CN%10)(C(N)=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)NC(C)=O,5,24,1909176.4,1000604.2,3518759,,,,,,,,,,,,,,,
F2H10,[H]C(CC1=CN=CN1)(C(NC(CC2=CN=CN2)(C(NC(CC3=CN=CN3)(C(NC(CCCCNC(C(CC4=CN=CN4)NC(C(CC5=CN=CN5)NC(C)=O)=O)=O)(C(NC(CCCCNC(C(CC6=CN=CN6)NC(C(CC7=CN=CN7)NC(C)=O)=O)=O)(C(NC(CC8=CN=CN8)(C(NC(CC9=CN=CN9)(C(NC(CC%10=CN=CN%10)(C(N)=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)NC(C)=O,10,24,430788.53,2112822,1533215.5,,,,,,,,,,,,,,,
F2H10,[H]C(CC1=CN=CN1)(C(NC(CC2=CN=CN2)(C(NC(CC3=CN=CN3)(C(NC(CCCCNC(C(CC4=CN=CN4)NC(C(CC5=CN=CN5)NC(C)=O)=O)=O)(C(NC(CCCCNC(C(CC6=CN=CN6)NC(C(CC7=CN=CN7)NC(C)=O)=O)=O)(C(NC(CC8=CN=CN8)(C(NC(CC9=CN=CN9)(C(NC(CC%10=CN=CN%10)(C(N)=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)NC(C)=O,20,24,270221.88,348547.06,1431392.8,,,,,,,,,,,,,,,
F2H10,[H]C(CC1=CN=CN1)(C(NC(CC2=CN=CN2)(C(NC(CC3=CN=CN3)(C(NC(CCCCNC(C(CC4=CN=CN4)NC(C(CC5=CN=CN5)NC(C)=O)=O)=O)(C(NC(CCCCNC(C(CC6=CN=CN6)NC(C(CC7=CN=CN7)NC(C)=O)=O)=O)(C(NC(CC8=CN=CN8)(C(NC(CC9=CN=CN9)(C(NC(CC%10=CN=CN%10)(C(N)=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)NC(C)=O,50,24,142943.47,272180.03,440579.16,,,,,,,,,,,,,,,
F2H10,[H]C(CC1=CN=CN1)(C(NC(CC2=CN=CN2)(C(NC(CC3=CN=CN3)(C(NC(CCCCNC(C(CC4=CN=CN4)NC(C(CC5=CN=CN5)NC(C)=O)=O)=O)(C(NC(CCCCNC(C(CC6=CN=CN6)NC(C(CC7=CN=CN7)NC(C)=O)=O)=O)(C(NC(CC8=CN=CN8)(C(NC(CC9=CN=CN9)(C(NC(CC%10=CN=CN%10)(C(N)=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)NC(C)=O,100,24,125320.3,99864.609,113571.52,,,,,,,,,,,,,,,
F3H10,[H]C(CC1=CN=CN1)(C(NC(CCCCNC(C(CC2=CN=CN2)NC(C(CC3=NC=CN3)NC(C)=O)=O)=O)(C(NC(CC4=CN=CN4)(C(NC(CC5=CN=CN5)(C(NC(CC6=CN=CN6)(C(NC(CC7=CN=CN7)(C(NC(CCCCNC(C(CC8=CN=CN8)NC(C(CC9=CN=CN9)NC(C)=O)=O)=O)(C(NC(CC%10=CN=CN%10)(C(N)=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)NC(C)=O,5,24,4601604.5,1069138.8,675554.75,,,,,,,,,,,,,,,
F3H10,[H]C(CC1=CN=CN1)(C(NC(CCCCNC(C(CC2=CN=CN2)NC(C(CC3=NC=CN3)NC(C)=O)=O)=O)(C(NC(CC4=CN=CN4)(C(NC(CC5=CN=CN5)(C(NC(CC6=CN=CN6)(C(NC(CC7=CN=CN7)(C(NC(CCCCNC(C(CC8=CN=CN8)NC(C(CC9=CN=CN9)NC(C)=O)=O)=O)(C(NC(CC%10=CN=CN%10)(C(N)=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)NC(C)=O,10,24,328965.78,994729.88,796958.75,,,,,,,,,,,,,,,
F3H10,[H]C(CC1=CN=CN1)(C(NC(CCCCNC(C(CC2=CN=CN2)NC(C(CC3=NC=CN3)NC(C)=O)=O)=O)(C(NC(CC4=CN=CN4)(C(NC(CC5=CN=CN5)(C(NC(CC6=CN=CN6)(C(NC(CC7=CN=CN7)(C(NC(CCCCNC(C(CC8=CN=CN8)NC(C(CC9=CN=CN9)NC(C)=O)=O)=O)(C(NC(CC%10=CN=CN%10)(C(N)=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)NC(C)=O,20,24,3187835,845912,3097761,,,,,,,,,,,,,,,
F3H10,[H]C(CC1=CN=CN1)(C(NC(CCCCNC(C(CC2=CN=CN2)NC(C(CC3=NC=CN3)NC(C)=O)=O)=O)(C(NC(CC4=CN=CN4)(C(NC(CC5=CN=CN5)(C(NC(CC6=CN=CN6)(C(NC(CC7=CN=CN7)(C(NC(CCCCNC(C(CC8=CN=CN8)NC(C(CC9=CN=CN9)NC(C)=O)=O)=O)(C(NC(CC%10=CN=CN%10)(C(N)=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)NC(C)=O,50,24,101822.74,74408.93,129236.55,,,,,,,,,,,,,,,
F3H10,[H]C(CC1=CN=CN1)(C(NC(CCCCNC(C(CC2=CN=CN2)NC(C(CC3=NC=CN3)NC(C)=O)=O)=O)(C(NC(CC4=CN=CN4)(C(NC(CC5=CN=CN5)(C(NC(CC6=CN=CN6)(C(NC(CC7=CN=CN7)(C(NC(CCCCNC(C(CC8=CN=CN8)NC(C(CC9=CN=CN9)NC(C)=O)=O)=O)(C(NC(CC%10=CN=CN%10)(C(N)=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)NC(C)=O,100,24,123362.16,70492.664,76367.055,,,,,,,,,,,,,,,
F4H10,[H][C@](CC1=CN=CN1)(C(N[C@@](CC2=CN=CN2)(C(N[C@@](CC3=CN=CN3)(C(N[C@@](CCCCNC(C(CC4=CN=CN4)NC(C(CC5=CN=CN5)NC(C(CC6=CN=CN6)NC(C(CC7=CN=CN7)NC(C)=O)=O)=O)=O)=O)(C(N[C@@](CC8=CN=CN8)(C(N[C@@](CC9=CN=CN9)(C(N[C@@](CC%10=CN=CN%10)(C(N[C@@](CC%11=CN=CN%11)(C(N)=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)NC(C)=O,5,24,687303.5,246724.33,1468597.2,,,,,,,,,,,,,,,
F4H10,[H][C@](CC1=CN=CN1)(C(N[C@@](CC2=CN=CN2)(C(N[C@@](CC3=CN=CN3)(C(N[C@@](CCCCNC(C(CC4=CN=CN4)NC(C(CC5=CN=CN5)NC(C(CC6=CN=CN6)NC(C(CC7=CN=CN7)NC(C)=O)=O)=O)=O)=O)(C(N[C@@](CC8=CN=CN8)(C(N[C@@](CC9=CN=CN9)(C(N[C@@](CC%10=CN=CN%10)(C(N[C@@](CC%11=CN=CN%11)(C(N)=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)NC(C)=O,10,24,248682.47,64618.277,80283.312,,,,,,,,,,,,,,,
F4H10,[H][C@](CC1=CN=CN1)(C(N[C@@](CC2=CN=CN2)(C(N[C@@](CC3=CN=CN3)(C(N[C@@](CCCCNC(C(CC4=CN=CN4)NC(C(CC5=CN=CN5)NC(C(CC6=CN=CN6)NC(C(CC7=CN=CN7)NC(C)=O)=O)=O)=O)=O)(C(N[C@@](CC8=CN=CN8)(C(N[C@@](CC9=CN=CN9)(C(N[C@@](CC%10=CN=CN%10)(C(N[C@@](CC%11=CN=CN%11)(C(N)=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)NC(C)=O,20,24,99864.609,76367.055,209519.88,,,,,,,,,,,,,,,
F4H10,[H][C@](CC1=CN=CN1)(C(N[C@@](CC2=CN=CN2)(C(N[C@@](CC3=CN=CN3)(C(N[C@@](CCCCNC(C(CC4=CN=CN4)NC(C(CC5=CN=CN5)NC(C(CC6=CN=CN6)NC(C(CC7=CN=CN7)NC(C)=O)=O)=O)=O)=O)(C(N[C@@](CC8=CN=CN8)(C(N[C@@](CC9=CN=CN9)(C(N[C@@](CC%10=CN=CN%10)(C(N[C@@](CC%11=CN=CN%11)(C(N)=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)NC(C)=O,50,24,80283.312,62660.148,90073.961,,,,,,,,,,,,,,,
F4H10,[H][C@](CC1=CN=CN1)(C(N[C@@](CC2=CN=CN2)(C(N[C@@](CC3=CN=CN3)(C(N[C@@](CCCCNC(C(CC4=CN=CN4)NC(C(CC5=CN=CN5)NC(C(CC6=CN=CN6)NC(C(CC7=CN=CN7)NC(C)=O)=O)=O)=O)=O)(C(N[C@@](CC8=CN=CN8)(C(N[C@@](CC9=CN=CN9)(C(N[C@@](CC%10=CN=CN%10)(C(N[C@@](CC%11=CN=CN%11)(C(N)=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)NC(C)=O,100,24,467992.97,168399.16,315258.88,,,,,,,,,,,,,,,
F5H10,[H]C(C(NC(C(NC(C(NC(C(NC(C(NC(C(NC(C(NC(C(NC(C(NC(C(O)=O)CC1=CN=CN1)=O)CC2=CN=CN2)=O)CC3=CN=CN3)=O)CC4=CN=CN4)=O)([H])CC5=CN=CN5)=O)([H])CC6=CN=CN6)=O)([H])CC7=CN=CN7)=O)([H])CC8=CN=CN8)=O)([H])CC9=CN=CN9)=O)(N)CC%10=CN=CN%10,5,24,272180.03,315258.88,127278.43,,,,,,,,,,,,,,,
F5H10,[H]C(C(NC(C(NC(C(NC(C(NC(C(NC(C(NC(C(NC(C(NC(C(NC(C(O)=O)CC1=CN=CN1)=O)CC2=CN=CN2)=O)CC3=CN=CN3)=O)CC4=CN=CN4)=O)([H])CC5=CN=CN5)=O)([H])CC6=CN=CN6)=O)([H])CC7=CN=CN7)=O)([H])CC8=CN=CN8)=O)([H])CC9=CN=CN9)=O)(N)CC%10=CN=CN%10,10,24,111613.39,246724.33,309384.47,810665.69,,,,,,,,,,,,,,
F5H10,[H]C(C(NC(C(NC(C(NC(C(NC(C(NC(C(NC(C(NC(C(NC(C(NC(C(O)=O)CC1=CN=CN1)=O)CC2=CN=CN2)=O)CC3=CN=CN3)=O)CC4=CN=CN4)=O)([H])CC5=CN=CN5)=O)([H])CC6=CN=CN6)=O)([H])CC7=CN=CN7)=O)([H])CC8=CN=CN8)=O)([H])CC9=CN=CN9)=O)(N)CC%10=CN=CN%10,20,24,74408.93,66576.406,86157.703,,,,,,,,,,,,,,,
